,region_name,municipality_name,installation_name,installation_code,latitude,longitude,process_name,process_code
108,Côte-Nord,Fermont,Station de purification Fermont (aut.trai.),X0009997,52.7931065,-67.0845797,Chloration,CHL
109,Côte-Nord,Port-Cartier,Station de purification Port-Cartier (aut. trait. 2001),X0008255,50.0256962,-66.8818986,Chloration,CHL
110,Côte-Nord,Port-Cartier,Station de purification Port-Cartier (aut. trait. 2001),X0008255,50.0256962,-66.8818986,Filtration,FIL
111,Mauricie,Lac-aux-Sables,Station de purification Lac-aux-Sables,X0009409,46.862069,-72.394753,Chloration,CHL
112,Mauricie,Lac-aux-Sables,Station de purification Lac-aux-Sables,X0009409,46.862069,-72.394753,Ultraviolet,UB
113,Laurentides,Mont-Tremblant,Station de purification - Mont-Tremblant (La Diable sta. pur.),X0008873,46.11588,-74.5891426,Chloration,CHL
114,Laurentides,Mont-Tremblant,Station de purification - Mont-Tremblant (La Diable sta. pur.),X0008873,46.11588,-74.5891426,Filtration,FIL
115,Outaouais,Gatineau,Station de purification Hull (sta.pur.),X0008330,45.457241,-75.723267,Chloration,CHL
116,Outaouais,Gatineau,Station de purification Hull (sta.pur.),X0008330,45.457241,-75.723267,Filtration,FIL
117,Capitale-Nationale,Saint-Casimir,Installation de production d'eau potable Saint-Casimir,X0010389,46.656506,-72.139664,Chloration,CHL
118,Capitale-Nationale,Saint-Casimir,Installation de production d'eau potable Saint-Casimir,X0010389,46.656506,-72.139664,Filtration,FIL
119,Nord-du-Québec,Kangiqsujuaq,Kangiqsujuaq - Approvisionnement,X2114290,61.578255,-71.714268512768,Chloration,CHL
120,Nord-du-Québec,Kangiqsujuaq,Kangiqsujuaq - Approvisionnement,X2114290,61.578255,-71.714268512768,Ultraviolet,UB
121,Chaudière-Appalaches,L'Islet,Installation de production L'Islet,X0009054,47.1037283,-70.0550253,Chloration,CHL
122,Chaudière-Appalaches,L'Islet,Installation de production L'Islet,X0009054,47.1037283,-70.0550253,Filtration,FIL
123,Chaudière-Appalaches,L'Islet,Installation de production L'Islet,X0009054,47.1037283,-70.0550253,Charbon,CHB
124,Montérégie,Varennes,Station de purification Régie S.E.V. Varennes,19050129,45.6834691,-73.4362737,Chloration,CHL
125,Montérégie,Varennes,Station de purification Régie S.E.V. Varennes,19050129,45.6834691,-73.4362737,Filtration,FIL
126,Montérégie,Varennes,Station de purification Régie S.E.V. Varennes,19050129,45.6834691,-73.4362737,Ozonation,OZ
127,Montérégie,Varennes,Station de purification Régie S.E.V. Varennes,19050129,45.6834691,-73.4362737,Charbon,CHB
128,Bas-Saint-Laurent,Témiscouata-sur-le-Lac,Station de purification Notre-Dame-du-Lac,X0008840,47.684343,-68.883591,Chloration,CHL
129,Montréal,Montréal,Station de purification Lachine (usine 2),X0008090,45.4972159,-73.6103642,Chloration,CHL
130,Montréal,Montréal,Station de purification Lachine (usine 2),X0008090,45.4972159,-73.6103642,Filtration,FIL
131,Montréal,Montréal,Station de purification Lachine (usine 2),X0008090,45.4972159,-73.6103642,Ozonation,OZ
132,Montérégie,Contrecoeur,Station de purification Contrecoeur,X0010036,45.8573781,-73.2374307,Chloration,CHL
133,Montérégie,Contrecoeur,Station de purification Contrecoeur,X0010036,45.8573781,-73.2374307,Filtration,FIL
134,Lanaudière,L'Assomption,"Station de purification, L'Assomption",X0008686,45.8300781,-73.4414925,Chloration,CHL
135,Lanaudière,L'Assomption,"Station de purification, L'Assomption",X0008686,45.8300781,-73.4414925,Filtration,FIL
136,Lanaudière,L'Assomption,"Station de purification, L'Assomption",X0008686,45.8300781,-73.4414925,Ozonation,OZ
137,Lanaudière,L'Assomption,"Station de purification, L'Assomption",X0008686,45.8300781,-73.4414925,Charbon,CHB
